@relation 'resultsNCexpanded-weka.filters.unsupervised.attribute.Remove-R37-144-weka.filters.unsupervised.attribute.Remove-R37-40,42-43'

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute H numeric

@data
-9,8,48,15,3,11,12,-16,0,0,7,0,0,-20,8,-20,-3,-3,1,21,279,10,-7,-1,11,81,168,10,-7,-22,-4,-5,35,5,2,-4,-10
-29,20,-10,232,131,-3,0,16,22,173,111,-2,29,2,11,55,2,-8,25,-8,35,43,5,-10,-22,-14,30,-24,21,-5,10,-3,37,23,6,26,142
33,13,-2,-16,7,-14,40,2,46,-9,-18,10,-12,-6,11,15,-29,-12,-1,-4,280,45,-13,-24,30,64,184,-20,3,-15,31,54,43,-6,2,21,-7
19,26,3,237,146,-13,12,-32,30,180,91,2,-13,16,16,36,1,-4,16,-5,8,24,12,-7,28,-16,41,0,-3,5,13,-21,12,1,29,-5,142
-20,-8,6,23,0,1,16,-7,-3,22,25,6,30,8,32,27,0,2,1,35,271,45,12,8,3,64,214,-7,23,13,-9,-23,22,-3,-11,15,-7
0,-14,-11,243,139,29,17,-15,23,181,85,13,14,-14,16,1,14,3,16,-1,0,37,-4,1,-3,29,18,2,-4,-2,1,-8,0,2,2,13,143
13,26,6,2,15,6,-8,3,25,25,-11,9,13,-19,-5,5,16,-3,19,0,262,31,0,-1,47,79,200,13,-12,-4,-15,-1,29,10,8,-7,-6
18,25,-8,220,135,8,27,23,4,209,81,-2,-14,-11,4,19,1,-3,-31,9,15,25,17,2,4,-23,-3,33,10,10,16,-11,-20,36,11,1,142
29,14,20,-20,-1,-10,9,-4,-13,14,-6,-4,5,-15,-21,33,8,-15,24,22,254,56,-13,-27,22,60,204,32,-5,1,8,26,11,22,3,3,-5
33,-5,-17,323,159,-14,-6,-12,6,247,62,-9,0,17,59,24,12,-29,24,35,32,18,-6,-17,23,36,3,32,-23,-11,-15,15,6,9,-10,-18,142
10,10,6,23,8,0,-13,33,33,40,-1,-26,1,-20,-3,38,9,3,-10,-26,259,24,-17,-5,-10,27,199,17,15,8,-39,-6,-19,-11,-29,-5,-1
11,29,-8,332,126,7,0,22,-3,280,54,38,-24,-22,-16,-11,5,39,4,-20,15,35,-6,9,22,-1,14,-3,-29,7,22,31,53,32,-12,-27,142
17,19,-18,4,7,-7,-14,1,18,-3,11,-3,33,32,32,38,3,-19,-23,5,280,25,-8,-9,-4,29,210,35,14,0,21,36,59,37,11,6,2
20,-7,24,305,116,-26,-11,18,40,293,88,6,-16,-1,-7,34,1,-2,32,-8,11,14,-29,0,-29,-27,20,8,14,-5,26,26,-4,22,-4,-11,142
-23,-15,18,11,32,3,-16,5,13,17,23,4,11,7,-55,7,-2,-11,4,35,246,80,12,-4,7,53,192,-8,8,-6,4,21,0,27,32,20,2
24,0,-46,303,149,23,-15,5,26,305,98,11,44,52,20,50,8,-6,-4,47,11,30,-1,3,7,19,-2,33,31,1,-44,-5,-32,33,19,15,142
15,-7,-11,25,14,2,-4,20,11,26,30,-3,-17,40,17,15,10,-18,13,47,262,64,21,-7,-5,28,215,18,18,-17,-9,31,-7,23,9,11,0
-21,-11,40,352,100,-4,17,7,-3,39,1,-15,4,-16,-17,26,8,9,38,10,-6,15,-23,-11,12,-25,-38,3,14,-2,-12,-25,-10,102,186,16,142
-28,-26,40,56,11,-5,6,13,18,14,24,-2,-18,17,24,23,21,3,-4,-24,230,61,13,-5,-28,14,196,35,22,8,-32,-16,-13,-17,-12,-15,4
2,-21,29,333,137,16,16,6,16,54,0,14,-13,-10,1,68,-17,-9,-6,-28,-7,24,6,18,-17,15,-13,23,11,15,-1,11,23,82,162,0,142
8,-41,27,14,8,17,-1,5,44,38,45,13,-17,21,-19,8,37,6,-18,20,239,59,45,7,-16,12,203,33,11,27,13,-15,-3,0,31,13,5
-11,-1,2,318,123,8,5,6,0,63,35,-8,-33,5,-14,41,10,15,1,-12,-6,9,41,7,-3,21,-27,18,9,10,-19,23,6,91,175,18,143
-36,20,32,18,4,7,-12,63,48,2,4,7,5,10,43,13,18,-14,-29,9,262,75,4,0,19,40,44,185,53,2,-13,5,49,45,23,22,6
13,28,12,302,130,16,-9,25,43,67,28,-15,-22,22,40,24,1,0,-38,8,27,25,7,-16,14,-21,24,33,15,0,-6,-3,7,76,176,9,143
-14,45,12,1,-15,3,-2,-1,18,33,-12,-11,-2,34,17,34,11,10,-25,2,221,87,29,-13,-39,32,187,19,25,15,-3,12,11,22,9,19,7
27,-35,-16,360,58,25,-10,-25,-19,24,-3,8,-29,-14,2,12,-15,3,-7,3,38,52,13,-20,19,32,38,45,20,11,40,-4,-24,390,200,19,142
-32,-3,35,362,76,-13,-39,-5,-2,24,27,28,13,27,14,28,-7,-11,37,-12,4,32,11,5,13,40,12,30,5,2,-4,5,29,386,-28,3,143
-22,-17,0,393,57,1,-27,-8,-13,20,-3,-7,1,30,-2,11,14,25,3,-19,-15,13,39,17,-14,-15,1,36,-26,-1,16,12,-27,386,159,-1,142
20,-13,1,364,74,-9,43,-17,5,-17,20,-16,-4,2,3,7,28,8,-2,7,12,-13,22,-17,27,6,11,34,33,6,0,-9,-33,388,170,14,143
5,-10,9,41,21,3,-6,-12,4,14,20,-18,30,-3,11,29,21,-27,-50,-22,-17,50,37,-5,-28,0,-27,106,166,-15,-17,-10,5,339,71,3,143
-6,-16,-17,86,28,5,-1,-32,10,4,-1,-12,0,-9,12,28,14,8,-15,-13,-25,27,31,7,-21,-9,-2,106,185,12,-19,10,15,342,77,7,142
-7,27,1,62,2,-20,-3,5,38,27,25,8,-8,-4,-19,30,10,4,-14,-4,-5,-4,50,6,15,21,12,95,142,-7,-1,2,22,350,69,-3,143
-32,29,40,84,48,-3,14,28,24,39,28,13,3,4,15,40,32,-3,4,45,40,24,-3,-8,5,44,16,89,134,-6,1,31,31,379,78,4,143
21,-2,-10,-6,20,-2,-2,15,-33,16,35,4,-5,26,-13,30,229,390,36,-23,7,33,541,199,46,-6,31,-5,57,-2,-18,3,-12,20,29,-3,-175
25,64,11,24,11,14,5,792,30,41,25,60,6,44,-13,-9,30,96,19,1,28,-2,-12,-9,-8,-4,21,7,22,3,19,16,-31,20,33,13,-38
48,-11,-8,59,90,2251,-4,6,27,54,154,57,31,7,-2,48,41,58,-4,9,-35,-1,28,54,40,23,-47,31,12,63,241,84,8,20,-8,273,-35
42,15,16,3,5,7,23,-32,28,30,-21,2,3,9,4,18,35,1,2,57,46,23,11,14,34,51,13,40,25,238,-3,5,7,28,10,43,148
21,34,157,14,-16,3,16,128,1326,120,27,2,45,2288,79,49,15,46,20,190,22,42,24,30,31,31,-54,6,-13,22,28,5,28,12,12,17,-61
21,-10,-2,33,1,9,-7,3,-19,51,19,25,-14,-1,-41,46,211,397,-6,34,-26,50,515,189,18,-24,14,31,61,36,1,-19,8,15,26,-5,-174
-19,14,-2,12,47,16,32,-24,6,15,52,33,28,-9,2,-18,223,75,45,-4,48,151,790,87,15,-25,54,452,212,16,30,-19,17,37,44,-3,-129
25,17,-13,58,-5,14,25,-33,8,45,16,20,45,2,48,151,74,30,23,66,240,2130,65,15,27,102,1398,142,3,12,21,-15,103,39,19,18,-46
19,34,-13,20,49,270,85,802,42,46,6,43,39,42,5,44,1,100,-4,33,35,-6,20,20,43,7,-16,13,5,7,31,13,-40,23,16,-3,-38
-6,36,-19,24,-7,-24,41,803,6,21,20,54,65,44,-44,-5,11,72,-1,19,-30,0,-10,0,-8,12,7,21,-9,-12,8,15,-31,19,-16,-3,-38
-14,17,7,37,-10,-17,219,769,13,59,7,62,44,29,17,3,-11,92,22,5,21,-13,-39,11,36,-26,-62,5,-10,-1,7,-21,12,-12,-32,-16,-38
-7,42,139,43,-19,-4,-4,115,1328,126,-3,6,62,2248,60,13,0,33,74,116,-4,13,-18,37,18,36,8,19,-11,6,17,-11,24,3,-36,-2,-61
12,-21,200,87,-13,-30,-22,28,1065,118,3,-10,-10,124,272,66,8,-11,-35,-13,6,32,-1,-1,1,-16,-13,12,-23,-13,2,-25,-70,6,-21,-4,-138
-11,-20,-27,9,-7,3,2,-28,1,28,-14,24,14,-25,-14,21,165,380,-5,-13,28,50,490,181,-10,-18,3,6,4,12,-13,-21,7,22,-25,-6,-175
-17,-16,15,10,11,-4,-8,-26,5,4,26,12,16,-15,-32,22,179,75,0,3,55,103,776,77,16,5,-18,428,199,2,-9,-4,-34,21,18,-10,-130
-20,-4,12,47,-22,-5,3,-5,-14,35,-6,7,-9,0,14,149,31,32,4,30,238,2114,28,20,-4,73,1378,121,-21,-1,28,-31,58,78,-35,-5,-46
43,44,-40,11,-18,11,651,762,57,24,-28,57,967,9,40,22,-7,82,33,-8,15,42,-11,-14,-25,-31,22,14,-22,-14,11,-26,9,24,-14,-2,-38
13,24,-7,43,32,2247,13,-23,43,78,113,75,8,-33,37,-6,21,73,10,-39,29,21,-13,7,58,-3,-41,15,-12,54,212,49,-7,49,-34,7,-34
-6,32,138,41,-45,0,3,114,1274,106,-18,-7,84,2221,60,40,-6,36,48,137,4,31,-12,-5,0,10,22,6,-10,5,10,7,1,21,-18,14,-60
-8,0,148,22,-3,-10,1,72,1079,144,-16,12,-29,137,306,32,8,-16,-6,15,-5,31,-28,-12,-1,-51,21,7,0,-11,20,-38,20,0,-15,7,-138
-10,2,-1,21,-7,-5,17,-21,-4,20,8,-15,1,-24,-51,28,178,402,19,-3,24,25,543,169,11,-36,-4,-2,59,24,34,-70,10,-15,23,1,-175
-2,10,-39,8,39,14,0,14,-26,26,20,3,5,17,-18,45,189,85,5,16,37,103,796,43,-17,14,12,423,179,4,3,-35,8,3,35,-4,-129
5,11,-3,45,15,12,-10,7,-17,33,-9,-4,32,-32,23,137,56,18,36,23,254,2103,56,20,18,101,1366,156,-21,-1,-35,18,34,49,-34,-15,-46
33,44,-3,0,-25,-16,698,764,22,30,-8,34,986,45,7,17,10,58,72,10,-50,10,-3,-10,8,-6,-8,11,-16,6,25,-16,-35,15,2,0,-38
21,16,49,59,75,2244,14,-13,-31,72,119,54,-47,-7,20,4,64,67,-3,11,-60,37,-2,5,56,13,-41,43,-17,34,215,75,-28,34,-14,34,-34
40,-3,-16,5,-4,-6,-18,13,-21,-5,1,-7,1,4,-46,-10,-4,10,500,82,-48,10,-22,12,645,55,8,35,3,219,49,-11,1,-6,-13,49,148
4,16,159,21,9,7,-9,135,1231,118,-5,10,2,2274,-19,40,6,52,-24,164,-69,11,-30,25,-22,55,-4,47,6,18,9,34,25,1,-11,-19,-61
10,19,172,59,-9,-13,23,19,1114,93,38,-5,7,171,333,43,10,-15,-38,-11,2,22,8,-21,-10,20,-21,25,-8,0,-15,28,10,23,-13,-2,-138
2,-4,-26,26,32,-13,-15,-4,-29,18,22,3,-29,10,-22,65,185,79,-23,15,-16,133,783,56,14,-11,6,429,190,10,-20,11,-33,38,10,-11,-128
5,-1,-2,134,370,35,0,22,39,860,306,50,-36,44,-25,157,-7,-2,-19,19,-30,11,-13,-4,-12,-20,-42,10,10,-7,16,-18,-13,17,15,-22,131
18,2,-18,54,-2,-11,23,-8,12,63,3,24,23,-15,23,140,68,6,20,48,228,2108,42,31,41,69,1389,115,16,-3,7,-39,97,40,12,-7,-46
3,53,-22,26,-16,-15,57,782,1,68,1,48,13,65,-45,12,34,88,-4,1,-26,13,-13,-5,8,-3,-36,14,6,0,6,2,6,32,-20,0,-38
50,25,-38,72,85,2226,-16,2,-66,77,142,70,-3,-9,1,8,76,22,39,-21,4,12,-7,15,45,26,-42,22,8,-7,185,71,-75,-10,2,-13,-34
38,1,-23,-14,2,-12,-21,-40,-13,-3,-7,-13,30,-15,-4,32,34,0,511,72,7,20,-1,32,620,76,0,14,5,220,36,-20,-39,5,-15,48,148
-17,-25,178,46,-1,-6,-9,69,1075,126,3,-1,26,137,334,39,-7,-1,32,-23,19,-26,6,-17,11,-7,-4,8,-30,-5,5,-1,-9,-14,5,-17,-138
-37,34,-11,7,14,-5,12,-4,-6,-7,27,-19,-21,23,-25,27,183,388,-21,4,16,70,559,158,-25,-12,-32,34,50,7,-19,4,3,16,26,-5,-175
6,14,-18,125,344,23,25,7,39,853,289,31,-32,46,12,163,4,-7,-8,1,4,24,48,-6,-7,-47,28,22,29,-8,8,-7,17,48,18,8,131
15,17,23,4,-8,-3,-7,-13,9,14,-12,-19,-8,29,23,164,66,0,-1,19,255,2135,76,28,-7,73,1398,138,12,5,-24,18,36,38,2,-6,-46
32,32,-9,29,56,2243,-7,7,-4,53,136,70,-26,-2,-15,-12,42,50,24,-29,14,-15,2,24,-3,5,-47,13,0,34,196,88,-18,35,16,67,-34
1,-18,-7,13,-1,-10,-24,5,-11,27,-7,-6,21,-6,-15,24,-3,-1,523,37,55,-22,20,23,638,50,7,36,13,210,36,30,8,18,-7,63,148
-3,31,146,-8,17,-22,-8,116,1320,112,12,-10,68,2227,59,32,18,25,63,133,6,-9,-4,37,21,20,40,3,-8,-4,-18,30,2,33,-9,-2,-61
-30,35,188,55,9,-15,3,65,1089,111,38,-12,-33,169,302,41,-8,-6,-17,-11,61,-16,33,-6,11,-40,14,-18,38,2,-10,22,-1,8,-6,-10,-138
-7,2,-32,16,19,17,-12,-3,-35,35,5,7,36,-26,-12,5,203,381,-10,0,8,-17,13,-6,-12,8,-21,24,-20,-21,9,-45,15,-21,20,-5,-175
33,12,16,96,369,38,-2,23,27,8,13,3,-22,18,1,24,-17,-12,4,-40,23,-19,31,-14,0,26,-7,34,15,8,12,-11,28,26,42,3,131
-16,-5,-1,28,17,-1,-11,-7,21,15,26,-9,-4,-7,-1,179,73,22,-8,25,216,2159,30,28,22,64,1399,108,8,0,-4,1,69,39,9,-15,-46
-5,27,5,42,51,2250,-17,9,-6,72,298,105,-5,-8,-12,-3,72,101,-7,12,-6,-5,-3,47,41,9,-10,0,-18,22,32,86,-22,11,-8,123,-31
-50,10,12,17,5,-16,-4,5,-16,-6,-8,8,-9,7,-13,11,16,-10,-10,-9,-5,0,-5,45,-9,-16,5,23,-15,189,13,-10,13,-19,-6,-12,96
-5,30,81,1,-12,-8,-14,94,2147,142,52,4,-6,2380,61,27,11,34,6,134,-32,-13,7,16,7,47,10,7,16,-21,-27,17,6,11,-20,-15,-62
-16,10,142,46,-4,-2,-1,49,1801,255,21,-2,1,164,1799,55,10,0,-10,-29,40,-5,-1,-23,-3,-6,24,-3,0,-21,-4,-16,-14,-6,-1,-10,-119
-14,-10,-25,-17,0,9,-11,-11,-21,-20,32,-3,-11,-22,-20,2,358,794,-2,-30,2,98,831,220,-20,-25,11,72,198,8,-48,-9,-26,3,42,-14,177
-24,-11,-25,4,6,-4,-36,-10,35,-13,-5,-4,-16,0,7,37,712,34,-11,7,34,205,485,37,9,30,-32,39,44,8,17,6,-13,-21,16,-41,-162
8,6,334,134,18,-15,3,5,-29,35,-3,-16,-6,6,-29,-17,10,-19,18,-2,-18,168,20,-8,0,-7,-9,363,90,79,3,85,609,2208,32,17,46
21,24,9,-16,-16,-15,3,844,17,34,-2,13,-26,76,1,-7,-1,93,-3,-2,-40,-12,18,9,7,-37,1,-5,17,-10,15,-9,4,2,10,-13,-30
6,9,-36,35,61,2251,0,-23,14,70,279,132,6,6,-15,-3,51,108,30,-19,-19,1,-28,29,29,9,0,2,17,28,190,89,-9,8,-9,146,-31
5,15,-14,-2,18,-4,12,-37,-14,7,-7,-18,-2,25,-31,-6,12,-1,519,118,20,-9,-25,42,94,65,2,26,-16,183,23,18,-29,12,17,-2,135
7,7,86,10,-9,-22,39,92,2173,106,15,9,-3,2384,66,2,4,4,28,159,12,39,2,32,17,49,14,19,-13,-6,10,-8,31,1,22,-12,-62
-23,19,1,-20,0,1,-11,7,-7,22,19,7,-35,20,-21,30,354,796,-28,25,-22,109,842,208,18,-28,-7,43,187,13,-3,-2,-16,-22,7,14,177
22,20,-7,-7,21,10,2,56,16,23,31,-10,-22,-15,-18,52,716,38,-16,13,21,208,533,6,5,-3,-23,38,51,-9,16,18,6,3,8,-8,-162
41,21,358,148,8,3,16,-17,30,30,25,1,2,5,6,-18,21,-17,9,3,8,153,46,-15,10,-14,9,369,55,55,-45,74,592,2247,18,3,46
-18,32,7,20,-19,-20,4,797,50,34,0,31,-17,89,0,-30,39,81,7,-11,8,-11,-1,12,-16,20,-13,-10,23,7,-7,-22,-39,-25,-10,-4,-30
34,43,7,19,49,2251,-21,33,-13,77,264,125,-15,10,18,-21,76,79,-9,27,-27,17,-17,23,4,25,-11,38,-2,41,-8,94,-7,34,-3,173,-31
23,-23,-37,8,25,0,-15,2,-34,20,-20,11,-4,23,-1,1,8,16,55,96,-21,22,-6,48,-14,71,-14,48,-23,173,-16,25,-43,34,-13,24,135
-38,27,110,19,20,-10,-11,87,2171,122,8,1,32,2384,87,49,21,13,16,132,25,-10,15,18,11,52,26,4,10,-11,-25,37,1,35,-11,-4,-63
30,13,149,45,-25,-20,-4,38,1813,228,33,-19,-45,157,1802,89,4,7,21,-4,92,-10,13,-7,14,11,5,23,-14,3,20,-2,36,-7,-4,-16,-120
6,-35,-14,-26,14,-14,22,-1,9,-16,35,-14,-21,6,-22,33,709,34,-12,12,22,245,516,36,-18,6,-29,50,16,13,3,13,-24,10,3,1,-161
9,5,17,38,34,-22,-7,31,-5,309,471,34,-24,53,31,863,132,45,22,-27,19,31,25,7,-21,8,-36,0,-10,-22,-7,33,-15,15,-1,-4,-175
2,-13,22,12,10,-1,-13,818,39,39,34,17,-25,87,22,-4,43,78,-18,-20,30,-17,12,14,-9,-6,47,9,21,-15,-43,-13,-2,-13,17,-7,-30
14,20,7,53,41,2250,-29,-14,-8,90,293,120,-28,-1,-38,24,71,94,-12,-25,-16,-12,41,32,-14,-3,-59,18,-7,49,-29,93,-42,33,4,176,-31
-29,-37,-21,-4,21,-6,2,-38,3,-17,24,-11,0,-15,21,3,37,-10,-34,27,36,50,-4,26,-26,0,21,34,40,180,-10,-59,5,-12,26,3,135
-49,-2,127,62,6,-4,18,2,1778,242,39,-2,-15,185,1839,83,11,-15,-6,-20,110,-10,19,-10,-10,0,-12,-16,22,-2,-36,-27,-34,-16,-5,-5,-119
13,-21,9,-14,37,5,-8,-34,34,-3,60,-4,-21,-2,26,29,349,809,-7,-61,11,72,810,237,-35,-11,-21,46,211,17,-22,-9,-23,14,16,-2,177
-27,-28,15,-30,35,7,-30,-37,-4,-17,52,8,-34,9,-9,67,722,52,-3,-6,82,202,516,27,-35,-10,-2,70,38,-24,8,-40,-4,10,12,-24,-162
-12,-45,28,40,47,-10,-21,-11,28,250,470,32,-22,2,25,851,163,48,-49,-11,-17,68,-1,-16,-20,-12,7,16,31,-13,-24,-4,12,-8,39,6,-175
-14,2,365,144,22,-21,5,-33,19,44,4,-14,-48,4,8,43,1,-3,-41,-1,15,191,19,-7,-20,-36,34,348,80,77,-6,71,574,2247,21,19,48
21,31,-2,36,2,-14,-1,887,30,10,1,10,15,151,34,42,18,70,13,38,-18,0,7,2,5,-8,17,-2,-1,0,3,-2,5,10,6,-18,-23
35,-2,14,39,45,2261,32,0,2,67,339,452,20,8,15,-17,12,15,-8,-7,-4,41,2,-3,28,9,-15,17,-10,9,176,55,-1,13,5,11,-24
-5,-20,58,18,8,-15,14,13,-7,10,-10,-9,67,-7,6,48,20,7,746,78,40,25,40,73,432,18,-6,15,34,190,14,-25,-16,12,-6,5,120
33,2,33,29,8,-15,4,114,1121,39,7,-8,17,2386,225,123,11,20,107,170,42,15,9,67,6,43,21,-11,-2,2,6,36,-9,-11,2,-27,-48
27,23,104,61,-13,-24,12,17,571,549,59,-10,32,215,2404,105,18,-15,-8,35,153,-1,1,-3,-18,12,32,13,2,-9,12,2,35,0,-9,-4,-110
22,12,15,6,12,-5,-15,-6,20,-13,5,-24,-3,-6,52,98,493,-12,14,1,47,148,270,-7,8,10,17,28,22,-5,2,-16,-14,19,22,-11,166
-14,81,371,1941,83,45,-11,-6,404,269,22,-1,8,11,11,2,-4,-1,-11,-5,3,46,-6,-18,12,15,41,78,11,-4,5,-2,45,327,99,28,120
-8,8,9,-2,-9,-15,17,894,48,21,9,6,-13,164,-26,11,42,107,-1,24,28,19,-2,6,30,30,36,-21,-4,-17,-4,16,30,18,-7,-15,-22
-6,66,-15,38,33,2261,1,6,5,52,337,434,-10,7,38,24,3,34,-24,-8,-10,-7,-8,38,22,-25,13,6,19,65,153,85,25,2,22,109,-24
31,24,13,9,0,-5,-21,3,-16,-2,0,-2,63,-3,25,0,-7,14,764,86,24,-22,35,68,432,28,-8,6,6,192,28,4,-18,7,9,-12,119
9,25,27,18,-8,-3,32,91,1132,59,-11,-6,-15,2386,198,77,13,-8,-14,154,10,10,24,-19,-11,55,-2,11,21,-11,-12,10,14,7,-9,-5,-48
12,37,106,88,-10,-6,2,8,572,522,80,9,-5,148,2399,84,14,-6,-30,39,186,2,29,-2,4,0,35,5,18,-6,14,-1,34,11,6,-2,-110
31,-14,-28,18,29,12,-7,23,-37,22,18,40,-7,9,-22,29,206,1408,-33,38,-43,128,1817,283,17,19,-6,138,80,9,17,-16,21,-18,113,-5,-179
3,1,-12,12,19,-8,12,-8,11,-2,16,-15,4,-1,31,110,484,37,-12,4,26,164,306,28,6,32,-30,4,21,13,0,15,-16,9,6,5,166
3,80,358,1920,70,35,13,-10,380,249,40,-8,-26,41,-2,40,0,-9,26,-25,21,26,30,0,-2,0,-4,67,11,10,-4,6,16,289,114,68,120
-14,29,12,15,2,-19,350,892,8,47,18,7,-11,183,48,17,64,107,15,29,26,-1,27,13,24,4,3,4,4,7,23,14,-4,-12,12,-7,-22
15,51,9,57,39,2267,6,28,-9,93,358,443,1,-5,-15,20,54,34,23,-25,-15,45,0,59,15,-11,-2,-25,-3,54,21,60,27,3,35,112,-24
23,-3,1,-1,7,3,-27,3,-28,10,5,-14,13,20,-12,25,-20,17,33,81,23,19,11,74,26,17,23,-11,14,189,39,-3,-2,-25,2,-9,119
-33,29,54,12,4,-8,37,135,1124,51,25,1,29,2389,197,62,29,20,11,152,10,16,-7,79,26,40,16,6,-11,-21,3,17,-11,0,-7,11,-48
5,-21,96,43,7,-10,6,2,561,561,71,8,21,197,2399,83,12,20,29,37,163,13,-1,4,20,1,23,22,-13,9,41,17,13,36,-17,-1,-110
25,-2,-14,13,35,-24,-25,0,-21,-6,35,-14,44,6,22,49,179,-4,58,16,36,102,1819,10,-5,16,29,122,135,8,-4,28,-13,54,81,-5,-180
26,48,333,2000,88,26,-9,-2,337,281,33,-1,28,19,17,34,13,0,43,8,19,46,23,-7,10,0,16,26,49,16,24,-19,34,311,120,57,120
38,1,-3,-3,-5,-9,507,882,7,20,21,26,17,187,35,-3,30,93,14,4,11,34,18,28,5,-28,-61,-8,19,13,0,1,3,-14,-12,1,-22
58,47,-4,28,64,2267,20,-31,16,123,324,443,26,9,-19,-1,27,28,-1,-6,28,10,12,30,7,-8,-39,19,5,55,16,18,-23,8,16,103,-24
30,24,18,-5,-24,-29,2,-9,-16,31,-14,-11,-3,44,6,-16,24,-6,21,65,46,32,30,63,-10,15,38,1,-3,189,13,-1,19,-26,-26,-14,119
-6,41,43,-3,-13,-2,41,121,1108,46,-2,2,9,2390,172,92,-5,10,-11,182,7,24,22,68,-19,40,65,33,19,-9,12,20,-12,-3,0,-2,-48
-15,28,32,5,30,-21,-8,17,-25,19,6,11,-24,16,14,11,229,1385,17,-12,33,55,1834,264,-4,-12,-4,17,57,11,-5,29,-6,8,1,5,-180
-13,1,-21,13,2,-27,-9,24,-19,17,3,4,-4,19,9,126,463,12,34,1,47,158,292,-14,28,-25,0,7,14,-3,6,11,10,27,1,-15,166
-10,66,353,1961,100,36,-2,-2,384,262,30,24,8,-5,3,4,-6,-8,-20,-5,2,44,3,-17,26,36,11,42,11,-26,-13,10,-10,320,89,46,120
51,35,-31,-23,-32,-10,41,857,40,34,-14,24,0,90,8,-23,-20,169,-8,-24,-36,-17,-23,51,6,-7,-5,-4,-33,11,-15,6,-36,2,-50,-22,-22
5,79,-7,-2,36,2277,6,-7,-11,-11,0,375,0,5,-12,18,-26,32,26,-7,-1,-10,-42,11,9,18,8,6,-39,75,-13,-9,-33,0,-41,95,-21
29,56,9,-32,-39,-18,22,89,516,-3,-46,-19,15,2391,377,73,-13,7,25,168,4,-3,-44,107,-23,-1,-2,4,-37,-7,13,18,3,-14,-32,4,-44
8,24,38,99,-14,-17,6,33,139,1008,150,-29,44,214,2396,107,7,3,0,43,320,15,-24,-14,11,19,63,-1,-33,-13,-3,15,29,14,-24,3,-100
9,-5,-26,14,-18,13,2,4,-21,-21,-16,9,27,-9,-24,18,13,1326,-4,1,-17,10,292,741,9,9,-17,7,765,21,10,-12,-30,10,-12,19,-149
-2,12,-6,16,-7,-2,14,-22,-37,0,-24,-14,19,-34,-17,91,392,-10,0,9,118,1096,236,-7,10,-23,-3,197,6,2,-3,13,-13,43,-29,2,-104
30,-1,16,848,240,17,32,-1,655,1674,235,15,-1,-6,45,76,-31,-5,-23,-27,-23,54,-33,-5,6,-23,-11,-5,-3,2,13,-3,-6,79,-21,-1,162
22,14,-6,13,-26,-13,74,862,5,-1,-28,44,41,155,26,-30,-31,146,6,7,18,3,-35,25,11,6,3,-22,-43,-9,7,4,10,-9,-38,-8,-23
773,62,-15,-1,21,2277,482,-13,-18,-1,-22,360,11,10,-12,-9,-49,31,-9,-5,11,14,-25,39,2,21,-24,13,-40,59,20,7,-9,-7,-38,77,-21
14,22,-25,6,-42,-4,-2,128,523,4,-18,-19,-27,2391,372,52,-24,7,14,176,-6,-14,-18,110,37,44,8,12,-29,-1,5,33,-1,-29,-23,-20,-43
-13,4,30,116,-16,-4,24,19,131,1010,159,2,53,181,2396,99,-32,-5,23,77,351,-3,-24,-15,11,12,57,-8,-18,-15,-8,-24,32,-13,-8,-6,-100
-18,-6,-5,11,-22,-14,14,13,-26,0,5,17,13,-12,-16,4,2,1325,6,2,-22,-5,276,732,47,-13,-4,-9,781,18,34,-12,-22,-11,-26,7,-149
0,-13,-10,13,-34,-17,5,14,-38,40,-39,1,-5,-10,14,100,401,-14,37,25,108,1125,242,7,36,-3,-6,185,-10,4,8,21,-45,-4,-15,-13,-103
18,-22,10,854,284,22,3,34,656,1685,258,-1,28,-16,19,32,14,-26,3,-22,-3,8,16,-10,12,-38,-2,1,0,7,12,-20,-17,75,6,1,162
15,11,29,-5,-27,-7,54,837,26,22,18,64,9,104,73,0,-7,164,5,-32,-59,-35,-20,31,12,-31,-8,13,-31,2,19,10,-47,-37,-4,-17,-22
108,42,-34,-3,58,2281,9,6,3,-5,-17,361,11,13,-76,9,5,36,-15,-20,6,7,-25,21,10,-29,-35,-23,-13,50,22,48,-13,5,-21,95,-21
9,42,6,13,-16,-18,21,68,490,25,-20,18,26,2381,356,62,21,3,154,163,-15,-14,-21,114,-9,71,12,-21,-17,-21,21,15,-17,4,-5,6,-44
-8,-16,41,118,38,-29,25,-9,147,1022,193,17,85,184,2401,84,36,-11,-8,61,330,-3,7,11,4,31,37,-21,7,5,17,-5,7,10,21,-10,-100
