@relation resultsNCexpanded-weka.filters.unsupervised.attribute.Remove-R146-151

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute c00 numeric
@attribute c01 numeric
@attribute c02 numeric
@attribute c03 numeric
@attribute c04 numeric
@attribute c05 numeric
@attribute c10 numeric
@attribute c11 numeric
@attribute c12 numeric
@attribute c13 numeric
@attribute c14 numeric
@attribute c15 numeric
@attribute c20 numeric
@attribute c21 numeric
@attribute c22 numeric
@attribute c23 numeric
@attribute c24 numeric
@attribute c25 numeric
@attribute c30 numeric
@attribute c31 numeric
@attribute c32 numeric
@attribute c33 numeric
@attribute c34 numeric
@attribute c35 numeric
@attribute c40 numeric
@attribute c41 numeric
@attribute c42 numeric
@attribute c43 numeric
@attribute c44 numeric
@attribute c45 numeric
@attribute c50 numeric
@attribute c51 numeric
@attribute c52 numeric
@attribute c53 numeric
@attribute c54 numeric
@attribute c55 numeric
@attribute s00 numeric
@attribute s01 numeric
@attribute s02 numeric
@attribute s03 numeric
@attribute s04 numeric
@attribute s05 numeric
@attribute s10 numeric
@attribute s11 numeric
@attribute s12 numeric
@attribute s13 numeric
@attribute s14 numeric
@attribute s15 numeric
@attribute s20 numeric
@attribute s21 numeric
@attribute s22 numeric
@attribute s23 numeric
@attribute s24 numeric
@attribute s25 numeric
@attribute s30 numeric
@attribute s31 numeric
@attribute s32 numeric
@attribute s33 numeric
@attribute s34 numeric
@attribute s35 numeric
@attribute s40 numeric
@attribute s41 numeric
@attribute s42 numeric
@attribute s43 numeric
@attribute s44 numeric
@attribute s45 numeric
@attribute s50 numeric
@attribute s51 numeric
@attribute s52 numeric
@attribute s53 numeric
@attribute s54 numeric
@attribute s55 numeric
@attribute t00 numeric
@attribute t01 numeric
@attribute t02 numeric
@attribute t03 numeric
@attribute t04 numeric
@attribute t05 numeric
@attribute t10 numeric
@attribute t11 numeric
@attribute t12 numeric
@attribute t13 numeric
@attribute t14 numeric
@attribute t15 numeric
@attribute t20 numeric
@attribute t21 numeric
@attribute t22 numeric
@attribute t23 numeric
@attribute t24 numeric
@attribute t25 numeric
@attribute t30 numeric
@attribute t31 numeric
@attribute t32 numeric
@attribute t33 numeric
@attribute t34 numeric
@attribute t35 numeric
@attribute t40 numeric
@attribute t41 numeric
@attribute t42 numeric
@attribute t43 numeric
@attribute t44 numeric
@attribute t45 numeric
@attribute t50 numeric
@attribute t51 numeric
@attribute t52 numeric
@attribute t53 numeric
@attribute t54 numeric
@attribute t55 numeric
@attribute R numeric

@data
5,-13,29,20,14,33,21,14,24,7,8,33,31,3,22,-15,-4,33,14,-10,54,-20,7,14,9,-19,1034,-4,5,43,28,-17,287,21,-14,40,0.283662,0.907447,-0.748058,0.408082,0.136737,-0.013277,-0.547729,0.136737,0.424179,0.753902,-0.1455,-0.013277,0.914742,-0.989992,-0.999961,-0.759688,-0.653644,-0.013277,0.136737,-0.839072,-0.82931,0.408082,0.753902,0.136737,-0.91113,0.988705,-0.914706,-0.653644,0.283662,0.555113,-0.962606,-0.275163,-0.440116,-0.547729,0.136737,-0.666938,-0.958924,-0.420167,-0.663634,0.912945,0.990607,0.999912,0.836656,0.990607,-0.905578,0.656987,0.989358,0.999912,-0.404038,0.14112,-0.008851,-0.650288,0.756802,0.999912,0.990607,0.544021,-0.558789,-0.912945,0.656987,0.990607,0.412118,-0.149877,-0.40412,0.756802,-0.958924,-0.831775,0.270906,0.961397,-0.897941,0.836656,-0.990607,0.745113,-3.380515,-0.463021,0.887143,2.237161,7.244607,-75.313015,-1.527499,7.244607,-2.134897,0.871448,-6.799711,-75.313015,-0.441696,-0.142547,0.008852,0.855993,-1.157821,-75.313015,7.244607,-0.648361,0.6738,-2.237161,0.871448,7.244607,-0.452316,-0.151589,0.441804,-1.157821,-3.380515,-1.498387,-0.28143,-3.493916,2.040237,-1.527499,-7.244607,-1.117215,72
17,10,11,-17,2,20,10,22,16,26,8,19,20,20,47,160,99,45,-13,1,51,171,60,25,-1,-13,30,-8,-7,29,22,4,13,-10,-1,19,-0.275163,-0.839072,0.004426,-0.275163,-0.416147,0.408082,-0.839072,-0.999961,-0.957659,0.646919,-0.1455,0.988705,0.408082,0.408082,-0.992335,-0.975629,0.039821,0.525322,0.907447,0.540302,0.742154,0.215105,-0.952413,0.991203,0.540302,0.907447,0.154251,-0.1455,0.753902,-0.748058,-0.999961,-0.653644,0.907447,-0.839072,0.540302,0.988705,-0.961397,-0.544021,-0.99999,0.961397,0.909297,0.912945,-0.544021,-0.008851,-0.287903,0.762558,0.989358,0.149877,0.912945,0.912945,0.123573,0.219425,-0.999207,0.850904,-0.420167,0.841471,0.670229,0.976591,-0.304811,-0.132352,-0.841471,-0.420167,-0.988032,-0.989358,-0.656987,-0.663634,-0.008851,-0.756802,0.420167,0.544021,-0.841471,0.149877,3.493916,0.648361,-225.950846,-3.493916,-2.18504,2.237161,0.648361,0.008852,0.300632,1.178754,-6.799711,0.151589,2.237161,2.237161,-0.124528,-0.224906,-25.092535,1.619775,-0.463021,1.557408,0.903086,4.54006,0.32004,-0.133526,-1.557408,-0.463021,-6.405331,6.799711,-0.871448,0.887143,0.008852,1.157821,0.463021,-0.648361,-1.557408,0.151589,159
-14,15,33,2,2367,142,-10,33,24,41,138,52,5,24,18,28,25,23,-16,9,16,10,32,38,-35,0,1,14,51,43,-21,8,9,5,47,179,0.136737,-0.759688,-0.013277,-0.416147,-0.188922,-0.80901,-0.839072,-0.013277,0.424179,-0.987339,0.973649,-0.162991,0.283662,0.424179,0.660317,-0.962606,0.991203,-0.532833,-0.957659,-0.91113,-0.957659,-0.839072,0.834223,0.955074,-0.903692,1,0.540302,0.136737,0.742154,0.555113,-0.547729,-0.1455,-0.91113,0.283662,-0.992335,-0.997496,-0.990607,0.650288,0.999912,0.909297,-0.981992,-0.587795,0.544021,0.999912,-0.905578,-0.158623,-0.228052,0.986628,-0.958924,-0.905578,-0.750987,0.270906,-0.132352,-0.84622,0.287903,0.412118,-0.287903,-0.544021,0.551427,0.296369,0.428183,0,0.841471,0.990607,0.670229,-0.831775,-0.836656,0.989358,0.412118,-0.958924,0.123573,0.070722,-7.244607,-0.855993,-75.313015,-2.18504,5.197864,0.726561,-0.648361,-75.313015,-2.134897,0.160657,-0.234224,-6.053272,-3.380515,-2.134897,-1.137314,-0.28143,-0.133526,1.588153,-0.300632,-0.452316,0.300632,0.648361,0.661006,0.31031,-0.473815,0,1.557408,7.244607,0.903086,-1.498387,1.527499,-6.799711,-0.452316,-3.380515,-0.124528,-0.0709,55
-40,5,10,19,-10,22,-5,20,3,16,17,18,-21,15,19,109,225,32,-1,33,-8,85,38,28,-10,13,23,22,15,18,-8,-14,12,-22,2,1,-0.666938,0.283662,-0.839072,0.988705,-0.839072,-0.999961,0.283662,0.408082,-0.989992,-0.957659,-0.275163,0.660317,-0.547729,-0.759688,0.988705,-0.577002,0.367319,0.834223,0.540302,-0.013277,-0.1455,-0.984377,0.955074,-0.962606,-0.839072,0.907447,-0.532833,-0.999961,-0.759688,0.660317,-0.1455,0.136737,0.843854,-0.999961,-0.416147,0.540302,-0.745113,-0.958924,-0.544021,0.149877,0.544021,-0.008851,0.958924,0.912945,0.14112,-0.287903,-0.961397,-0.750987,-0.836656,0.650288,0.149877,0.816743,-0.930095,0.551427,-0.841471,0.999912,-0.989358,-0.176076,0.296369,0.270906,0.544021,0.420167,-0.84622,-0.008851,0.650288,-0.750987,-0.989358,-0.990607,-0.536573,0.008851,0.909297,0.841471,1.117215,-3.380515,0.648361,0.151589,-0.648361,0.008852,3.380515,2.237161,-0.142547,0.300632,3.493916,-1.137314,1.527499,-0.855993,0.151589,-1.415493,-2.532115,0.661006,-1.557408,-75.313015,6.799711,0.17887,0.31031,-0.28143,-0.648361,0.463021,1.588153,0.008852,-0.855993,-1.137314,6.799711,-7.244607,-0.63586,-0.008852,-2.18504,1.557408,126
-14,-15,33,13,11,14,3,31,25,23,19,20,-30,1,-6,-14,3,26,-14,7,37,0,-10,25,-6,22,173,14,13,10,-28,7,613,20,5,32,0.136737,-0.759688,-0.013277,0.907447,0.004426,0.136737,-0.989992,0.914742,0.991203,-0.532833,0.988705,0.408082,0.154251,0.540302,0.96017,0.136737,-0.989992,0.646919,0.136737,0.753902,0.765414,1,-0.839072,0.991203,0.96017,-0.999961,-0.977527,0.136737,0.907447,-0.839072,-0.962606,0.753902,-0.925125,0.408082,0.283662,0.834223,-0.990607,-0.650288,0.999912,0.420167,-0.99999,0.990607,0.14112,-0.404038,-0.132352,-0.84622,0.149877,0.912945,0.988032,0.841471,0.279415,-0.990607,0.14112,0.762558,-0.990607,0.656987,-0.643538,0,0.544021,-0.132352,0.279415,-0.008851,-0.210811,0.990607,0.420167,-0.544021,-0.270906,0.656987,-0.379664,0.912945,-0.958924,0.551427,-7.244607,0.855993,-75.313015,0.463021,-225.950846,7.244607,-0.142547,-0.441696,-0.133526,1.588153,0.151589,2.237161,6.405331,1.557408,0.291006,-7.244607,-0.142547,1.178754,-7.244607,0.871448,-0.840771,0,-0.648361,-0.133526,0.291006,0.008852,0.215657,7.244607,0.463021,0.648361,0.28143,0.871448,0.410392,2.237161,-3.380515,0.661006,75
-18,-22,-2,7,-2,13,-3,9,108,5,8,8,2313,11,14,-5,22,68,-9,-4,-26,-31,2,33,1,26,42,9,12,21,-3,3,5,-2,-8,38,0.660317,-0.999961,-0.416147,0.753902,-0.416147,0.907447,-0.989992,-0.91113,0.37551,0.283662,-0.1455,-0.1455,0.705401,0.004426,0.136737,0.283662,-0.999961,0.440143,-0.91113,-0.653644,0.646919,0.914742,-0.416147,-0.013277,0.540302,0.646919,-0.399985,-0.91113,0.843854,-0.547729,-0.989992,-0.989992,0.283662,-0.416147,-0.1455,0.955074,0.750987,0.008851,-0.909297,0.656987,-0.909297,0.420167,-0.14112,0.412118,0.926819,-0.958924,0.989358,0.989358,0.708808,-0.99999,0.990607,0.958924,-0.008851,-0.897928,-0.412118,0.756802,-0.762558,0.404038,0.909297,0.999912,0.841471,0.762558,-0.916522,0.412118,-0.536573,0.836656,-0.14112,0.14112,-0.958924,-0.909297,-0.989358,0.296369,1.137314,-0.008852,2.18504,0.871448,2.18504,0.463021,0.142547,-0.452316,2.468162,-3.380515,-6.799711,-6.799711,1.004829,-225.950846,7.244607,3.380515,0.008852,-2.040082,0.452316,-1.157821,-1.178754,0.441696,-2.18504,-75.313015,1.557408,1.178754,2.291388,-0.452316,-0.63586,-1.527499,0.142547,-0.142547,-3.380515,2.18504,6.799711,0.31031,50
22,37,-12,3,2367,152,-4,9,-5,42,140,28,-21,-5,24,5,35,33,-4,14,8,0,8,33,-28,28,19,-5,27,53,-18,8,18,26,32,177,-0.999961,0.765414,0.843854,-0.989992,-0.188922,0.359044,-0.653644,-0.91113,0.283662,-0.399985,-0.197814,-0.962606,-0.547729,0.283662,0.424179,0.283662,-0.903692,-0.013277,-0.653644,0.136737,-0.1455,1,-0.1455,-0.013277,-0.962606,-0.962606,0.988705,0.283662,-0.292139,-0.918283,0.660317,-0.1455,0.660317,0.646919,0.834223,0.479412,-0.008851,-0.643538,0.536573,0.14112,-0.981992,0.933321,0.756802,0.412118,0.958924,-0.916522,0.98024,0.270906,-0.836656,0.958924,-0.905578,-0.958924,-0.428183,0.999912,0.756802,0.990607,0.989358,0,0.989358,0.999912,-0.270906,0.270906,0.149877,0.958924,0.956376,0.395925,0.750987,0.989358,-0.750987,0.762558,0.551427,0.87759,0.008852,-0.840771,0.63586,-0.142547,5.197864,2.599458,-1.157821,-0.452316,3.380515,2.291388,-4.955371,-0.28143,1.527499,3.380515,-2.134897,-3.380515,0.473815,-75.313015,-1.157821,7.244607,-6.799711,0,-6.799711,-75.313015,0.28143,-0.28143,0.151589,3.380515,-3.273704,-0.431158,1.137314,-6.799711,-1.137314,1.178754,0.661006,1.830553,55
13,4,-5,11,2,39,-21,14,33,-11,3,10,-9,11,33,-12,10,-5,-23,17,19,5,4,38,-9,12,148,17,14,32,7,4,590,5,5,23,0.907447,-0.653644,0.283662,0.004426,-0.416147,0.266643,-0.547729,0.136737,-0.013277,0.004426,-0.989992,-0.839072,-0.91113,0.004426,-0.013277,0.843854,-0.839072,0.283662,-0.532833,-0.275163,0.988705,0.283662,-0.653644,0.955074,-0.91113,0.843854,-0.941026,-0.275163,0.136737,0.834223,0.753902,-0.653644,0.814216,0.283662,0.283662,-0.532833,0.420167,-0.756802,0.958924,-0.99999,0.909297,0.963795,-0.836656,0.990607,0.999912,0.99999,0.14112,-0.544021,-0.412118,-0.99999,0.999912,0.536573,-0.544021,0.958924,0.84622,-0.961397,0.149877,-0.958924,-0.756802,0.296369,-0.412118,-0.536573,-0.338333,-0.961397,0.990607,0.551427,0.656987,-0.756802,-0.580562,-0.958924,-0.958924,-0.84622,0.463021,1.157821,3.380515,-225.950846,-2.18504,3.614554,1.527499,7.244607,-75.313015,225.950846,-0.142547,0.648361,0.452316,-225.950846,-75.313015,0.63586,0.648361,3.380515,-1.588153,3.493916,0.151589,-3.380515,1.157821,0.31031,0.452316,-0.63586,0.359537,3.493916,7.244607,0.661006,0.871448,1.157821,-0.713032,-3.380515,-3.380515,1.588153,75
-15,38,192,6,28,8,-17,5,18,-21,-1,38,-14,38,13,-4,0,22,-19,13,30,18,-7,-4,-7,25,28,10,0,14,-20,4,223,45,28,27,-0.759688,0.955074,-0.93489,0.96017,-0.962606,-0.1455,-0.275163,0.283662,0.660317,-0.547729,0.540302,0.955074,0.136737,0.955074,0.907447,-0.653644,1,-0.999961,0.988705,0.907447,0.154251,0.660317,0.753902,-0.653644,0.753902,0.991203,-0.962606,-0.839072,1,0.136737,0.408082,-0.653644,-0.998592,0.525322,-0.962606,-0.292139,-0.650288,0.296369,-0.354938,-0.279415,0.270906,0.989358,0.961397,-0.958924,-0.750987,-0.836656,-0.841471,0.296369,-0.990607,0.296369,0.420167,0.756802,0,-0.008851,-0.149877,0.420167,-0.988032,-0.750987,-0.656987,0.756802,-0.656987,-0.132352,0.270906,-0.544021,0,0.990607,-0.912945,-0.756802,0.053053,0.850904,0.270906,0.956376,0.855993,0.31031,0.379658,-0.291006,-0.28143,-6.799711,-3.493916,-3.380515,-1.137314,1.527499,-1.557408,0.31031,-7.244607,0.31031,0.463021,-1.157821,0,0.008852,-0.151589,0.463021,-6.405331,-1.137314,-0.871448,-1.157821,-0.871448,-0.133526,-0.28143,0.648361,0,7.244607,-2.237161,1.157821,-0.053128,1.619775,-0.28143,-3.273704,158
5,25,17,136,97,17,13,13,2,148,63,32,5,17,24,1,-7,20,-5,11,0,24,-15,3,-12,16,9,13,3,13,-7,17,28,4,18,20,0.283662,0.991203,-0.275163,-0.612548,-0.925148,-0.275163,0.907447,0.907447,-0.416147,-0.941026,0.985897,0.834223,0.283662,-0.275163,0.424179,0.540302,0.753902,0.408082,0.283662,0.004426,1,0.424179,-0.759688,-0.989992,0.843854,-0.957659,-0.91113,0.907447,-0.989992,0.907447,0.753902,-0.275163,-0.962606,-0.653644,0.660317,0.408082,-0.958924,-0.132352,-0.961397,-0.790433,0.379608,-0.961397,0.420167,0.420167,0.909297,-0.338333,0.167356,0.551427,-0.958924,-0.961397,-0.905578,0.841471,-0.656987,0.912945,0.958924,-0.99999,0,-0.905578,-0.650288,0.14112,0.536573,-0.287903,0.412118,0.420167,0.14112,0.420167,-0.656987,-0.961397,0.270906,-0.756802,-0.750987,0.912945,-3.380515,-0.133526,3.493916,1.290402,-0.410321,3.493916,0.463021,0.463021,-2.18504,0.359537,0.16975,0.661006,-3.380515,3.493916,-2.134897,1.557408,-0.871448,2.237161,3.380515,-225.950846,0,-2.134897,0.855993,-0.142547,0.63586,0.300632,-0.452316,0.463021,-0.142547,0.463021,-0.871448,3.493916,-0.28143,1.157821,-1.137314,2.237161,162
16,27,20,-4,15,13,30,0,90,27,-6,17,2316,33,16,16,8,43,18,11,11,-2,23,47,19,46,2,25,19,20,0,40,9,-5,19,11,-0.957659,-0.292139,0.408082,-0.653644,-0.759688,0.907447,0.154251,1,-0.448074,-0.292139,0.96017,-0.275163,-0.798369,-0.013277,-0.957659,-0.957659,-0.1455,0.555113,0.660317,0.004426,0.004426,-0.416147,-0.532833,-0.992335,0.988705,-0.432178,-0.416147,0.991203,0.988705,0.408082,1,-0.666938,-0.91113,0.283662,0.988705,0.004426,-0.287903,0.956376,0.912945,0.756802,0.650288,0.420167,-0.988032,0,0.893997,0.956376,0.279415,-0.961397,-0.602168,0.999912,-0.287903,-0.287903,0.989358,-0.831775,-0.750987,-0.99999,-0.99999,-0.909297,-0.84622,0.123573,0.149877,0.901788,0.909297,-0.132352,0.149877,0.912945,0,0.745113,0.412118,0.958924,0.149877,-0.99999,0.300632,-3.273704,2.237161,-1.157821,-0.855993,0.463021,-6.405331,0,-1.9952,-3.273704,0.291006,3.493916,0.754248,-75.313015,0.300632,0.300632,-6.799711,-1.498387,-1.137314,-225.950846,-225.950846,2.18504,1.588153,-0.124528,0.151589,-2.086614,-2.18504,-0.133526,0.151589,2.237161,0,-1.117215,-0.452316,3.380515,0.151589,-225.950846,49
19,5,12,38,2366,139,5,-11,3,31,151,27,1,26,8,38,35,35,-14,15,7,27,24,32,-25,31,4,12,47,17,2,12,23,18,29,161,0.988705,0.283662,0.843854,0.955074,-0.928393,0.717964,0.283662,0.004426,-0.989992,0.914742,0.979355,-0.292139,0.540302,0.646919,-0.1455,0.955074,-0.903692,-0.903692,0.136737,-0.759688,0.753902,-0.292139,0.424179,0.834223,0.991203,0.914742,-0.653644,0.843854,-0.992335,-0.275163,-0.416147,0.843854,-0.532833,0.660317,-0.748058,-0.711775,0.149877,-0.958924,-0.536573,0.296369,-0.3716,0.69608,-0.958924,0.99999,0.14112,-0.404038,0.20215,0.956376,0.841471,0.762558,0.989358,0.296369,-0.428183,-0.428183,-0.990607,0.650288,0.656987,0.956376,-0.905578,0.551427,0.132352,-0.404038,-0.756802,-0.536573,0.123573,-0.961397,0.909297,-0.536573,-0.84622,-0.750987,-0.663634,-0.702408,0.151589,-3.380515,-0.63586,0.31031,0.400262,0.969519,-3.380515,225.950846,-0.142547,-0.441696,0.206411,-3.273704,1.557408,1.178754,-6.799711,0.31031,0.473815,0.473815,-7.244607,-0.855993,0.871448,-3.273704,-2.134897,0.661006,0.133526,-0.441696,1.157821,-0.63586,-0.124528,3.493916,-2.18504,-0.63586,1.588153,-1.137314,0.887143,0.98684,55
-37,31,43,25,0,-4,-25,20,30,8,11,6,-8,29,41,26,12,-1,-9,19,56,7,8,14,-26,2,166,-3,14,5,16,34,620,13,14,13,0.765414,0.914742,0.555113,0.991203,1,-0.653644,0.991203,0.408082,0.154251,-0.1455,0.004426,0.96017,-0.1455,-0.748058,-0.987339,0.646919,0.843854,0.540302,-0.91113,0.988705,0.85322,0.753902,-0.1455,0.136737,0.646919,-0.416147,-0.875459,-0.989992,0.136737,0.283662,-0.957659,-0.84857,-0.44802,0.907447,0.136737,0.907447,0.643538,-0.404038,-0.831775,-0.132352,0,0.756802,0.132352,0.912945,-0.988032,0.989358,-0.99999,-0.279415,-0.989358,-0.663634,-0.158623,0.762558,-0.536573,-0.841471,-0.412118,0.149877,-0.521551,0.656987,0.989358,0.990607,-0.762558,0.909297,0.483292,-0.14112,0.990607,-0.958924,-0.287903,0.529083,-0.894024,0.420167,0.990607,0.420167,0.840771,-0.441696,-1.498387,-0.133526,0,-1.157821,0.133526,2.237161,-6.405331,-6.799711,-225.950846,-0.291006,6.799711,0.887143,0.160657,1.178754,-0.63586,-1.557408,0.452316,0.151589,-0.611274,0.871448,-6.799711,7.244607,-1.178754,-2.18504,-0.552043,0.142547,7.244607,-3.380515,0.300632,-0.623499,1.995501,0.463021,7.244607,0.463021,75
-19,-16,235,51,3,19,-21,43,22,46,6,-8,8,17,24,20,5,26,-3,15,22,-2,13,-8,-20,32,5,31,0,-7,-24,38,43,63,21,-11,0.988705,-0.957659,-0.814198,0.742154,-0.989992,0.988705,-0.547729,0.555113,-0.999961,-0.432178,0.96017,-0.1455,-0.1455,-0.275163,0.424179,0.408082,0.283662,0.646919,-0.989992,-0.759688,-0.999961,-0.416147,0.907447,-0.1455,0.408082,0.834223,0.283662,0.914742,1,0.753902,0.424179,0.955074,0.555113,0.985897,-0.547729,0.004426,-0.149877,0.287903,0.580587,0.670229,0.14112,0.149877,-0.836656,-0.831775,-0.008851,0.901788,-0.279415,-0.989358,0.989358,-0.961397,-0.905578,0.912945,-0.958924,0.762558,-0.14112,0.650288,-0.008851,-0.909297,0.420167,-0.989358,-0.912945,0.551427,-0.958924,-0.404038,0,-0.656987,0.905578,0.296369,-0.831775,0.167356,0.836656,0.99999,-0.151589,-0.300632,-0.713078,0.903086,-0.142547,0.151589,1.527499,-1.498387,0.008852,-2.086614,-0.291006,6.799711,-6.799711,3.493916,-2.134897,2.237161,-3.380515,1.178754,0.142547,-0.855993,0.008852,2.18504,0.463021,6.799711,-2.237161,0.661006,-3.380515,-0.441696,0,-0.871448,2.134897,0.31031,-1.498387,0.16975,-1.527499,225.950846,159
-13,23,-27,130,107,33,-29,-13,-3,115,55,15,-4,6,-3,17,-3,9,-14,26,24,-2,5,-10,-33,-5,37,-3,10,-3,-23,20,30,7,13,11,0.907447,-0.532833,-0.292139,-0.367291,0.98278,-0.013277,-0.748058,0.907447,-0.989992,-0.32581,0.022127,-0.759688,-0.653644,0.96017,-0.989992,-0.275163,-0.989992,-0.91113,0.136737,0.646919,0.424179,-0.416147,0.283662,-0.839072,-0.013277,0.283662,0.765414,-0.989992,-0.839072,-0.989992,-0.532833,0.408082,0.154251,0.753902,0.907447,0.004426,-0.420167,-0.84622,-0.956376,-0.930106,0.184782,0.999912,0.663634,-0.420167,-0.14112,0.945435,-0.999755,0.650288,0.756802,-0.279415,-0.14112,-0.961397,-0.14112,0.412118,-0.990607,0.762558,-0.905578,-0.909297,-0.958924,0.544021,-0.999912,0.958924,-0.643538,-0.14112,-0.544021,-0.14112,0.84622,0.912945,-0.988032,0.656987,0.420167,-0.99999,-0.463021,1.588153,3.273704,2.532338,0.18802,-75.313015,-0.887143,-0.463021,0.142547,-2.901801,-45.183088,-0.855993,-1.157821,-0.291006,0.142547,3.493916,0.142547,-0.452316,-7.244607,1.178754,-2.134897,2.18504,-3.380515,-0.648361,75.313015,3.380515,-0.840771,0.142547,0.648361,0.142547,-1.588153,2.237161,-6.405331,0.871448,0.463021,-225.950846,163
-19,27,45,41,-7,20,10,24,49,22,2,16,13,19,5,26,13,54,-3,31,-34,11,14,49,-2,-10,34,12,3,0,-15,26,23,18,3,9,0.988705,-0.292139,0.525322,-0.987339,0.753902,0.408082,-0.839072,0.424179,0.300593,-0.999961,-0.416147,-0.957659,0.907447,0.988705,0.283662,0.646919,0.907447,-0.82931,-0.989992,0.914742,-0.84857,0.004426,0.136737,0.300593,-0.416147,-0.839072,-0.84857,0.843854,-0.989992,1,-0.759688,0.646919,-0.532833,0.660317,-0.989992,-0.91113,-0.149877,0.956376,0.850904,-0.158623,-0.656987,0.912945,-0.544021,-0.905578,-0.953753,-0.008851,0.909297,-0.287903,0.420167,0.149877,-0.958924,0.762558,0.420167,-0.558789,-0.14112,-0.404038,-0.529083,-0.99999,0.990607,-0.953753,-0.909297,0.544021,0.529083,-0.536573,0.14112,0,-0.650288,0.762558,-0.84622,-0.750987,0.14112,0.412118,-0.151589,-3.273704,1.619775,0.160657,-0.871448,2.237161,0.648361,-2.134897,-3.172909,0.008852,-2.18504,0.300632,0.463021,0.151589,-3.380515,1.178754,0.463021,0.6738,0.142547,-0.441696,0.623499,-225.950846,7.244607,-3.172909,2.18504,-0.648361,-0.623499,-0.63586,-0.142547,0,0.855993,1.178754,1.588153,-1.137314,-0.142547,-0.452316,48
20,31,25,-2,2366,137,-35,21,0,55,137,16,-18,30,42,32,38,13,-21,17,-17,15,27,27,-6,50,13,17,45,47,-33,7,24,8,61,153,0.408082,0.914742,0.991203,-0.416147,-0.928393,0.334165,-0.903692,-0.547729,1,0.022127,0.334165,-0.957659,0.660317,0.154251,-0.399985,0.834223,0.955074,0.907447,-0.547729,-0.275163,-0.275163,-0.759688,-0.292139,-0.292139,0.96017,0.964966,0.907447,-0.275163,0.525322,-0.992335,-0.013277,0.753902,0.424179,-0.1455,-0.258102,-0.59137,0.912945,-0.404038,-0.132352,-0.909297,-0.3716,-0.942514,0.428183,0.836656,0,-0.999755,-0.942514,-0.287903,0.750987,-0.988032,-0.916522,0.551427,0.296369,0.420167,-0.836656,-0.961397,0.961397,0.650288,0.956376,0.956376,0.279415,-0.262375,0.420167,-0.961397,0.850904,0.123573,-0.999912,0.656987,-0.905578,0.989358,-0.966118,0.806401,2.237161,-0.441696,-0.133526,2.18504,0.400262,-2.820503,-0.473815,-1.527499,0,-45.183088,-2.820503,0.300632,1.137314,-6.405331,2.291388,0.661006,0.31031,0.463021,1.527499,3.493916,-3.493916,-0.855993,-3.273704,-3.273704,0.291006,-0.271901,0.463021,3.493916,1.619775,-0.124528,75.313015,0.871448,-2.134897,-6.799711,3.743168,-1.363615,55
2,16,1,32,13,13,-22,2,-28,0,13,31,3,35,15,84,219,29,-8,12,35,89,15,-7,-10,6,35,16,22,-6,-23,19,14,33,10,2,-0.416147,-0.957659,0.540302,0.834223,0.907447,0.907447,-0.999961,-0.416147,-0.962606,1,0.907447,0.914742,-0.989992,-0.903692,-0.759688,-0.680023,0.612572,-0.748058,-0.1455,0.843854,-0.903692,0.510177,-0.759688,0.753902,-0.839072,0.96017,-0.903692,-0.957659,-0.999961,0.96017,-0.532833,0.988705,0.136737,-0.013277,-0.839072,-0.416147,0.909297,-0.287903,0.841471,0.551427,0.420167,0.420167,0.008851,0.909297,-0.270906,0,0.420167,-0.404038,0.14112,-0.428183,0.650288,0.73319,-0.790415,-0.663634,-0.989358,-0.536573,-0.428183,0.860069,0.650288,-0.656987,0.544021,-0.279415,-0.428183,-0.287903,-0.008851,0.279415,0.84622,0.149877,0.990607,0.999912,-0.544021,0.909297,-2.18504,0.300632,1.557408,0.661006,0.463021,0.463021,-0.008852,-2.18504,0.28143,0,0.463021,-0.441696,-0.142547,0.473815,-0.855993,-1.078184,-1.290321,0.887143,6.799711,-0.63586,0.473815,1.685825,-0.855993,-0.871448,-0.648361,-0.291006,0.473815,0.300632,0.008852,0.291006,-1.588153,0.151589,7.244607,-75.313015,0.648361,-2.18504,130
